codigo_barras,nombre,descripcion,categoria,unidad_medida,es_granel,precio_venta,precio_compra,stock_inicial
0759686272682,Pintoazul,,Sucettes,pieza,0,1.4,0.98,21
0735257002513,D'Gari Fresa,,Gelatina,pieza,0,25.0,17.5,55
7501071120183,Quitased Squirt - El de toronja,,"Bebidas endulzadas artificialmente, Sodas",pieza,0,18.0,12.6,17
8719200450615,Margarina Iberia 4 en 1 sin sal,,"Untables salados, Margarinas, Mantequila sin sal",pieza,0,9.0,6.3,24
8423207210850,Tortitas de arroz integral con chocolate negro 0%,Tortitas de arroz integral,"Suplementos dietéticos, Tortitas de arroz con chocolate negro, Tortitas de arroz integral",pieza,0,0.97,0.68,24
0031200012104,cranberries deshidratados,Dried Cranberries,Dried cranberries,pieza,0,4.8,3.36,59
7501045404288,Atún en hojuelas en agua con aceite,Atún en hojuelas en agua con aceite,Atun en conserva,pieza,0,1.56,1.09,70
0633148100617,Fruity chamoy hot sauce with lime,,Hot sauces,pieza,0,0.38,0.27,72
7506105606077,Trident Freshmint,,"Chicles sin azúcar, Chile sin azucar",pieza,0,25.0,17.5,84
7501030474739,Tostadas,,Pan tostado,pieza,0,32.4,22.68,88
7501791608664,Aceite de Aguacate,,Avocado oils,pieza,0,6.0,4.2,52
7501071308604,Frijoles negros refritos,Frijoles negros Isadora refritos,"Alubias, Frijoles refritos, Frijoles Instantáneos",pieza,0,64.5,45.15,34
7501020565782,Alimento líquido Lala Vita coco,,Bebidas de coco,pieza,0,0.03,0.02,34
0096619016211,Barras de proteína sin gluten,,Bars,pieza,0,25.0,17.5,58
7501069213811,Hot cakes tradicionales,,"Harinas de origen vegetal, Panes, Mezclas para postres",pieza,0,25.0,17.5,35
7501491062964,Aceite comestible puro,,Abarrotes Generales,pieza,0,25.0,17.5,70
7501008049723,Extra sabor chocolate con almendras,,Céréales pour petit-déjeuner,pieza,0,14.7,10.29,30
7501003305428,Aderezo light de mayonesa,Aderezo de mayonesa McCormick light con limón,Mayonesas,pieza,0,21.0,14.7,92
7501518492545,Sabori pierna extrafino,,jamón,pieza,0,25.0,17.5,75
7500810011508,Hot Potato Chips,,Potato crisps,pieza,0,16.0,11.2,37
7503000555011,Huevo Blanco,,Huevos,pieza,0,25.0,17.5,51
7501040023965,Pechuga de pavo receta original,,Turkeys,pieza,0,25.0,17.5,49
0750005020878,Pan Fibra y Sésamo,,Breads,pieza,0,18.0,12.6,76
7501003308535,Aderezo McCormick chipotle 310 g,,"Aderezos para ensaladas, Mayonesas",pieza,0,31.0,21.7,85
0014100079521,CHESSMEN COOKIES,,Biscuits,pieza,0,47.75,33.42,38
4901515359040,Soupe Tofu Miso Instantanée KIKKOMAN 30G Japon,,"Surgelés, Soupe miso",pieza,0,3.0,2.1,94
0681131077637,Arándanos,Mezcla deliciosa de arándanos endulzados y deshidratados,"Frutas del bosque, Arándanos secos",pieza,0,0.1,0.07,13
7501055916030,Crema Deslactosada,,Abarrotes Generales,pieza,0,10.65,7.46,56
7501008019450,Choco Krispis,,Cereales para el desayuno,pieza,0,3.8,2.66,95
0606541931843,Original Multi-Grain Baked Crackers,,"Aperitivos, Galletas, galletas saladas multigrano",pieza,0,25.0,17.5,67
0041800227006,Welch´s 100% White Grape Juice,,Grape juices,pieza,0,0.05,0.03,60
7501008066324,Cornpops,,Breakfast cereals,pieza,0,45.0,31.5,64
7501020565959,leche semidescremada lala,,"Leche semidesnatada, leche semi descremada",pieza,0,26.0,18.2,32
7502252487064,Leche Avena Vainilla Sin Azúcar Añadida,,Milk substitutes,pieza,0,26.0,18.2,38
7502261264786,Pan Integral,,Panes de molde,pieza,0,160.0,112.0,94
7501040075858,Yogurt griego sin azúcar,,"Plain yogurts, Greek-style yogurts",pieza,0,50.0,35.0,70
7501071301452,Arroz blanco entero Verde Valle,Arroz blanco entero,Arroces,pieza,0,0.1,0.07,68
0076750530326,Google Playstore $200 card,,"en:arts-entertainment, en:gift-cards-certificates, en:gift-giving, en:party-celebration",pieza,0,25.0,17.5,69
7502223775732,Jarabe sabor maple,,"Siropes, Salsas, Edulcorantes artificiales",pieza,0,25.0,17.5,23
7501011143586,Cheetos torciditos,Botana a base de maíz inflado sabor queso picante,en:Puffed salty snacks made from maize,pieza,0,5.8,4.06,64
7501030491668,Pan tostado integral,Pan tostado,"Desayunos, Galletas, Bolleria, Pan tostado, Pan tostado integral, Pastelería, Productos horneadoa",pieza,0,62.5,43.75,68
7502219838809,Avena organica en hojuelas,,Copos de avena,pieza,0,50.0,35.0,65
0884912129512,COCOA PEBBLES,,Puffed cereals,pieza,0,31.1,21.77,93
5201127013101,φουντούκι,,"Chocolate candies, Milk chocolates with hazelnuts",pieza,0,10.0,7.0,59
7622210575609,Galletas Oreo Vainilla,,Galletas,pieza,0,26.25,18.38,33
0074305200007,Vinagre de Manzana Organico,Vinagre de manzana,Vinagres,pieza,0,11.83,8.28,41
7503026364154,Snack botes,,Abarrotes Generales,pieza,0,78.0,54.6,95
7501008073735,Corn Flakes,,Copos de maíz tostado,pieza,0,25.0,17.5,98
7501058628503,Soya tradicional sazonador,,"Especias, Soja, Salsas de soja, Japonés, Sazonador",pieza,0,3.5,2.45,55
0633148101645,Tajin,,Abarrotes Generales,pieza,0,25.0,17.5,68
0840370900506,Queso Parmesano,,"Grated cheese, Parmigiano-Reggiano, fr:Parmesan râpé",pieza,0,25.0,17.5,99
7501227201452,Queso Feta,,Feta,pieza,0,25.0,17.5,58
0014100079477,MILANO MINT CHOCOLATE,,Biscuits,pieza,0,0.21,0.15,45
0021000037445,Parmesano,Parmesano,Quesos,pieza,0,8.5,5.95,58
0031200610331,Classic Light,Jugo de arándano light,"Bebidas a base de frutas, Bebidas endulzadas artificialmente",pieza,0,0.03,0.02,73
0041449300139,Harina preparada para pastelistos sabor mora azul,,"Cakes, Cake mixes",pieza,0,38.4,26.88,19
0073141150057,Pocky Strawberry cream covered Biscuits Sticks,,Biscuits,pieza,0,10.0,7.0,45
0078742091976,MOSTAZA AMARILLA,,"Yellow mustards, Groceries",pieza,0,22.7,15.89,83
0078895128789,SOY SAUCE,,"Soy sauces, Groceries",pieza,0,12.5,8.75,33
0085696608051,"Mori-nu silken tofu, extra firm",,"Meat analogues, tofu",pieza,0,25.0,17.5,97
20293697,Aceitunas de Kalamata,Oliven,Ganze schwarze Oliven,pieza,0,9.25,6.47,29
5053827111188,Céréales Corn Flakes Kellogg's Original,Pétales de maïs dorés au four enrichis en vitamines et en fer.,Corn-flakes,pieza,0,25.0,17.5,11
7501055317653,Powerade Moras,Bebida isotónica sabor moras,"Bebidas endulzadas artificialmente, Bebidas energéticas, Bebidas azucaradas, fr:Bebidas isotónicas",pieza,0,0.03,0.02,56
7501055900046,Alpura semi,Leche Alpura Semi,Leches,pieza,0,0.03,0.02,12
7501000111602,bimbollos para hamburguesas,Pan para hamburguesas,Panes para hamburguesas,pieza,0,112.5,78.75,46
7501020527551,natural'es,,Orange juices,pieza,0,0.03,0.02,74
7501052420172,Frijoles Refritos Bayos Bolsa la sierra verdes,FRIJOLES REFRITOS,"Comidas preparadas, Legumbres secas, Frijoles refritos",pieza,0,70.95,49.66,41
7501054911326,15 Tortillas de Harina,,"Harinas de origen vegetal, Tortillas",pieza,0,31.5,22.05,56
7501057710483,Pechuga de pavo natural Zwan,Pechuga de pavo natural,Pechuga de pavo,pieza,0,25.0,17.5,77
7501073831469,Peñafiel twist,,"Aguas carbonatadas, Agua aromatizada, Aguas minerales",pieza,0,15.0,10.5,98
7501485800114,Amaranto Natural,AMARANTO INFLADO NATURAL,Amaranto,pieza,0,25.0,17.5,30
7622210265999,PHILADELPHIA ORIGINAL,Queso crema,"Quesos pasteurizados, Quesos para untar, Queso crema",pieza,0,9.0,6.3,59
8005121000177,Rigatoni 17,pasta di semola di grano duro.,"Pasta secca, Pasta di grano duro, en:Italian pasta, Rigatoni",pieza,0,12.5,8.75,72
7501008703441,Mexicanas galletas,Galletas,Galletas,pieza,0,33.75,23.62,75
0016000189102,Fruit Roll Ups,Fruit flavored snacks,Gummi candies,pieza,0,0.12,0.08,76
7501071307751,Frijoles bayos bajos en grasa,FRIJOLES BAYOS REFRITOS BAJOS EN GRASA,"Cereales y derivados, Alubias, Leguminosas encurtidas, Frijoles refritos, Enlatados, Frijoles-envasados",pieza,0,64.5,45.15,97
7502223770959,Aceite de Canola,Aceite 100% puro de canola,Aceites de canola,pieza,0,21.12,14.78,11
7501058619211,Coffee mate,,Lácteos,pieza,0,25.0,17.5,67
7501077513941,Queso manchego rebanadas,Queso rebanado,"Leches, Quesos pasteurizados, Queso curado, Derivados de lácteos, fr:Queso manchego rebanado",pieza,0,40.0,28.0,90
7501040003844,Fud Virginia,Jamón de pavo,"Carnes, Refrigerados, jamón cocido",pieza,0,45.0,31.5,27
7501008007860,All-Bran Original,CEREAL DE SALVADO DE TRIGO,en:Wheat bran sticks,pieza,0,46.5,32.55,93
7502252482786,Organic Matcha Tea Powder,Té verde Matcha orgánico,"Tés verdes, Plantas para infusiones",pieza,0,10.0,7.0,48
7501006523966,SALSA CON CHAMPIÑONES,SALSA DE TOMATE CON CHAMPIÑONES,"Puré, Salsas, en:groceries",pieza,0,36.0,25.2,50
8412170014602,Tortita arroz integral sin sal,Tortitas de arroz integral sin sal añadida,"Galletas, Tortitas de arroz integral",pieza,0,13.0,9.1,12
7501052470238,Ranch,ADEREZO PARA ENSALADA ITALIANA BAJO EN GRASA,Aderezos para ensaladas,pieza,0,47.3,33.11,68
0017077103084,Lifeway Fresa,,"Yogurts, Kefir",pieza,0,6.0,4.2,16
7501005151962,Mayonesa Clasica,Mayonesa Clásica con huevos de campo,"Mayonesas, en:Groceries",pieza,0,39.0,27.3,96
7501040092879,"Yogur Griego Frambuesa, Zarzamora, Mora Azul Yoplait","Yogur griego sabor frambuesa, zarzamora y mora azul",Yogures de frutas,pieza,0,22.0,15.4,16
8005121000740,Stelline 74,pasta di semola di grano duro.,"Pasta secca, Pasta di grano duro, en:Italian pasta",pieza,0,50.0,35.0,87
0041789001956,Instant Lunch Con Camarón,pasta de harina de trigo precocida para preparar sopa sabor camarón.,"en:Comidas preparadas, en:Fideos instantáneos, en:Sopas",pieza,0,6.4,4.48,64
7501011127012,Tostitos salsa verde,Totopos de maíz nixtamalizado con chile y especias sabor salsa verde.,"Alimentos de origen vegetal, Patatas fritas de maíz, Salsas verdes, Totopos",pieza,0,6.2,4.34,76
7501011123878,Doritos incógnita,Totopos de maíz nixtamalizado con chiles y especias,Chips fritos,pieza,0,6.1,4.27,35
7501031302741,Pepsi,Refresco sabor cola,"Bebidas endulzadas artificialmente, Bebidas de cola",pieza,0,10.0,7.0,29
0738545010016,Salsa botonera,,"Sauces chili, en:Groceries",pieza,0,25.0,17.5,82
15010087,Cereal Choco Krispis,,"Cereales de chocolate, Ceriales",pieza,0,63.0,44.1,53
7501200483127,Hot cakes harina,,"Harinas de trigo, en:Pastry helpers",pieza,0,35.0,24.5,21
7501055305391,Coca cola light,Refresco de cola sin azúcar,"Bebidas endulzadas artificialmente, Bebidas de cola",pieza,0,18.0,12.6,62
0094331400257,Granola Arándanos y Mora Azul,,Muesli,pieza,0,35.0,24.5,32
7501000112845,Rebanadas Bimbo,Slices of bread filled with vanilla-flavored cream,"Biscuits, Breads, Pastries",pieza,0,13.75,9.62,98
7501761802566,Quaker galleta de avena con chocolate,,Galletas de chocolate,pieza,0,1.8,1.26,70
7501008101049,corn flakes,,"Semillas, Copos de maíz tostado",pieza,0,25.0,17.5,12
7501125104688,Suero rehidratante Electrolit sabor naranja mandarina,,Bebidas energéticas,pieza,0,15.62,10.93,14
7501340700023,Salsa Picante,,"Salsas, en:groceries",pieza,0,25.0,17.5,72
7503005898410,Requesón San Jacinto,,"Quesos de vaca, Refrigerados",pieza,0,50.0,35.0,100
0658480001958,Salmas Horneadas,,"Cereales y derivados, Galletas crujientes, Galletas horneadas, Galletas saladas, Galletas saludables",pieza,0,9.0,6.3,84
7501058642134,Coffee mate vainilla,,Leche condensada,pieza,0,53.0,37.1,78
7501045401423,Atún aleta amarilla en hojuelas en agua con aceite,,"Ensalada de atún, Atún claro, Atún claro en aceite de oliva, Atun-aleta-amarilla, Peces, Peces-en-conserva",pieza,0,1.68,1.18,14
7501045403007,Atún aleta amarilla en agua,Lomo de atún aleta amarilla,Atún en aceite,pieza,0,1.68,1.18,46
0064144030347,Aceite de oliva Antihaderente,Aceite de oliva en spray,"Aceites de oliva virgen, en:Olive oil sprays",pieza,0,25.0,17.5,92
7501001604110,Maggi Juice,,en:Chicken seasoning,pieza,0,5.0,3.5,64
7501055302451,Coca Cola 1L,,"Bebidas endulzadas artificialmente, Bebidas de cola, Bebidas azucaradas",pieza,0,0.03,0.02,16
7501005199292,Caldo de pollo,,"Caldos en cubitos, en:Groceries",pieza,0,25.0,17.5,97
7500463015731,Matcha,,"Tés verdes, en:Matcha",pieza,0,25.0,17.5,55
0014800515329,Clamato,,,pieza,0,25.0,17.5,31
7503008669109,Aceite de coco A de Coco orgánico,,Aceites de coco,pieza,0,10.5,7.35,91
7503013543005,Tortillas Susalia maíz con nopal,,"Dairy substitutes, Breads, Crisps, Corn flakes, es:Tortillas",pieza,0,50.0,35.0,62
7501478412065,Tostadas Norteñas,,"Harinas de maíz, Tostadas-naturales",pieza,0,36.0,25.2,18
0810990006902,Agua De Coco Natural Organica 330 ML.,,Coconut waters,pieza,0,12.0,8.4,55
7501005110389,Maizena,,"Harinas de cereales, Almidón de maíz",pieza,0,16.0,11.2,74
7501055313525,Coca-Cola,,"Bebidas de cola, en:Refrescos",pieza,0,0.04,0.03,32
7501125118562,Electrolit,,en:Serum,pieza,0,25.0,17.5,19
7501902770242,Crema de cacahuete sin azúcar,,"Mantecas de cacahuete, Mantecas de frutos de cáscara",pieza,0,31.0,21.7,92
7501058631961,La Lechera Original,,"Leches, Endulzantes",pieza,0,26.0,18.2,41
7502252482694,NATURE'S HEART - Coco sin azucar,,"Cocos, en:Coconut milks and creams, Natas vegetales para cocinar, Bebidas de coco",pieza,0,23.65,16.55,97
0014563000209,Avena oats,Avena,Copos de avena,pieza,0,0.1,0.07,57
7501031310098,pepsi 3,,"Bebidas de cola, Sodas light, en:Carbonated soft drinks without fruit juice with reduced sugar",pieza,0,0.09,0.06,95
7501020550962,leche 100 sin lactosa con calcio.,leche Lala 100 sin lactosa con calcio.,Leche sin lactosa,pieza,0,26.0,18.2,78
0738545020015,Salsa tipo chamoy,,"Salsas de chiles, Salsas agridulces",pieza,0,25.0,17.5,52
15022527,Té verde Nature's Heart matcha orgánica,,Tés verdes,pieza,0,10.0,7.0,13
7501020561234,Yogurt Lala Piña Coco,,Yogures,pieza,0,22.0,15.4,99
7506443104426,Bebida de Avena sin azúcar,Bebida vegetal,Bebidas de avena,pieza,0,23.65,16.55,23
7500462648077,Cocoa rice cakes,,Tortitas de arroz,pieza,0,0.05,0.03,15
7500533001480,Bebida almendra,,Leches de almendras,pieza,0,0.05,0.03,80
0038000184949,Crema y Cebolla,botana crujiente a base de papa sabor a crema agria y cebolla.,"Chips de patatas fritas con sabores, Chips de patatas fritas en aceite de girasol, en:Stacked extruded potato crisps",pieza,0,12.4,8.68,69
7502261263130,BURST,,Abarrotes Generales,pieza,0,25.0,17.5,63
7502261263529,Lancelot chocolate oscuro,,Chocolates,pieza,0,18.0,12.6,95
7503013543555,Susalitas Flamas,,Crisps,pieza,0,5.0,3.5,67
7501079700028,Tomates molidos,,Cremas de tomate,pieza,0,25.9,18.13,11
7506495002459,Hojuelas de Avena,,Copos de avena,pieza,0,0.1,0.07,86
7501055330812,Del Valle Fruit,,es:jugo de naranja,pieza,0,0.08,0.06,90
7501013103120,Manzana,,"Nectars de pomme, Jus de pomme",pieza,0,25.0,17.5,33
7503019292518,Cacao en Polvo Orgánico,,Cacaos en polvo,pieza,0,20.0,14.0,32
7501791614177,Alimento liquido de almendra,,Leches de frutos de cáscara,pieza,0,25.0,17.5,68
7622210561534,Queso crema Philadelphia original,,"Quesos para untar, Queso Crema",pieza,0,18.0,12.6,52
7503027068075,12 GRAIN,,Panes,pieza,0,25.0,17.5,43
0097339000177,Costa Brava Salsa Picante,,Sauces bravas,pieza,0,25.0,17.5,79
7501024530274,Hershey’s zero sugar,,Chocolates negros,pieza,0,25.0,17.5,30
7501071120305,Refresco Squirt sabor toronja,,"Sodas, Bebidas azucaradas",pieza,0,18.0,12.6,42
0608875005177,Tomato Ketchup,,"Kétchups, Salsa Ketchup",pieza,0,0.11,0.08,27
7500478018512,Doritos dinamita Chile y limon,,Patatas fritas de maíz,pieza,0,7.0,4.9,74
7506205807589,Choco milk,,Chocolates,pieza,0,16.0,11.2,48
7501032399863,Bebida sabor soja sin azúcar,,"Soy beans, Fruit and soy beverages, es:Bebida sabor soja",pieza,0,28.38,19.87,80
7500462863272,Galletas con chispas de chocolate sin azúcar,,Biscuits,pieza,0,18.0,12.6,46
7500810000977,Barritas Fresa,,Barritas,pieza,0,25.0,17.5,76
7500462863210,Galleta chocolate,,biscuits,pieza,0,18.0,12.6,61
7503030374583,manita de la suerte,,Abarrotes Generales,pieza,0,25.0,17.5,54
7501020565775,Vita sabor Almendra SIN AZÚCAR SIN ENDULZAR,,Leches de almendras,pieza,0,24.0,16.8,74
7622210571410,Trident xtracare,,Chewing-gum,pieza,0,25.0,17.5,86
75076894,Griego Natural Sin Azucar Bajo En Grasa,,"Yogures naturales, Yogures estilo griego",pieza,0,25.0,17.5,27
7622210558671,Original Philadelphia,,"Quesos para untar, Quesos doble crema",pieza,0,25.0,17.5,40
7501020566581,Yogurt Griego Natural Sin Azucar Bajo En Grasa,,Yogures,pieza,0,25.0,17.5,67
7500810016787,Pan Tostado Brioche,Pan tostado,"Panes de molde, brioche, Almidones, Pan tostado, Pan de Alfacar, Pan salado, Panadería",pieza,0,52.5,36.75,27
7506443107694,Yogurt griego sin azúcar,,"Yogures estilo griego, Deslactosado, Yogurt-griego, Yogurt-griego-sin-azucar",pieza,0,90.0,63.0,46
7501003311450,Mccormick,,Especias,pieza,0,25.0,17.5,15
7502249130621,Brownies con arandanos,,"Galletas, Pasteles",pieza,0,9.0,6.3,89
0051500816264,Mermelada de zarzamora sin azúcar,Zarzamora sin azúcar,Marmalades,pieza,0,36.5,25.55,27
7502252480669,Bebida de Almendra,,Leches de almendras,pieza,0,23.65,16.55,40
7500478026036,7500478026036,,"Aperitivos, Aperitivo-energetico, Botana-frita-de-maiz",pieza,0,7.0,4.9,59
7506306317598,Mayonesa hellmans,,Mayonesas,pieza,0,36.0,25.2,86
7501000142804,DORADITAS TÍA ROSA,TIRAS DORADITAS DE PAN DULCE,"Postres, Harinas de origen vegetal, Panes, Bolleria, Bollos, Hojaldra, Pan-dulce",pieza,0,11.0,7.7,35
7501079704200,Puré De Tomate,,"Canned tomatoes, Tomato pulps",pieza,0,20.0,14.0,78
0096619316274,Jamón,,Jambons blancs,pieza,0,25.0,17.5,72
7501059214385,chocolate nesquik,Chocolate en polvo,"Snacks dulces, Cacaos y chocolates en polvo, Bebidas instantáneas",pieza,0,12.0,8.4,53
7501013105469,Bebida con naranja,,Bebidas con naranja,pieza,0,24.0,16.8,17
7501057711084,Pechuga De Pavo Virginia,,Pavo,pieza,0,25.0,17.5,43
7503008669338,Bebida de coco orgánico,,"Bebidas vegetales, en:Coconut milks and creams, Natas vegetales para cocinar",pieza,0,0.03,0.02,80
7501040095313,Yogurt Griego Sin Azúcar Añadida,,"Yogures bajos en grasa, Yogures estilo griego",pieza,0,25.0,17.5,79
0810757012443,Pan Sin Gluten,,Breads,pieza,0,18.0,12.6,26
7503037074820,Papas Fritas Sabor Miguelito,PAPAS FRITAS CON DULCE EN POLVO ENCHILADO MIGUELITO,"Crisps, botana, miguelito, papas-fritas, sabritas",pieza,0,16.0,11.2,37
7503026409558,On+ Top Peanut Butter,,"Salsas para mojar, Mantecas de cacahuete, Mantecas de frutos de cáscara, Cacahuetes, en:Toppings",pieza,0,44.0,30.8,68
7501000651375,Mamut,Mamut,Galletas,pieza,0,4.4,3.08,80
7501008057032,Choco krispies,,Breakfast cereals,pieza,0,25.0,17.5,87
7501003340153,Mayonesa con jugo de limones,,Mayonesas,pieza,0,0.17,0.12,67
7501030490272,tortillinas,Tortillas de harina de trigo,"Panes, Harinas de trigo, Tortillas, Tortillas de harina",pieza,0,31.0,21.7,32
7501020567915,Naturalés Panela Rebanado,,Quesos,pieza,0,18.0,12.6,43
0608875007713,Heinz Tomato Ketchup,,Ketchup,pieza,0,90.0,63.0,37
7500810024546,Chips fuego,,Appetizers,pieza,0,21.7,15.19,47
7501058652690,Nesquik,,en:Chocolate cereal balls,pieza,0,63.0,44.1,95
0094331043850,Avena Integral,,"Copos de cereales, Avena sativa, avena-integral",pieza,0,0.1,0.07,40
7500478025039,Barra de avena integral 0% chocolate amargo,Barra de avena integral Quaker línea 0% sabor chocolate amargo 115 g,"Cereales para el desayuno, Barritas de cereales, Postres de chocolate, Chocolate con leche y avellanas, Barra con chocolate, Barra de avena, Barras de avena, Barras de avena con chocolate, Barras energéticas, Postre dulce, Postre saludable",pieza,0,3.45,2.42,65
7501020561142,durazno,,Yogurt drinks,pieza,0,22.0,15.4,28
7501040098116,Griego Fresa,,Greek-style yogurts,pieza,0,12.0,8.4,12
0758104008391,Levite fresa,,Aguas,pieza,0,0.03,0.02,51
7500810025024,Galletas De Arroz Y Quinoa,,Galletas,pieza,0,18.0,12.6,84
0055000204033,Perrier Source,,"Eaux gazeuses, Eaux minérales",pieza,0,25.0,17.5,16
7501008066386,Froot Loops,,Cereales para el desayuno,pieza,0,38.0,26.6,12
7501020565799,Bebida sabor avena sin azúcar sin endulzar,,"Bebidas a base de verduras y hortalizas, Bebidas de avena, Copos de avena, Avena",pieza,0,24.0,16.8,65
7500525495938,avena natural,,Avena,pieza,0,0.1,0.07,52
7501003111739,Mayonesa roja,,"Tipo de producto incorrecto, Mayonesas, en:Non-open-products-facts, en:Open-food-facts",pieza,0,25.0,17.5,87
7506495010874,Aceite Comestible Puro de Soya,,aceite comestible,pieza,0,20.0,14.0,91
7502223772519,Aceite comestible puro de soya,,Abarrotes Generales,pieza,0,25.0,17.5,63
7502261263918,Leche deslactosada,,Leche sin lactosa,pieza,0,26.0,18.2,93
7501058648020,nescafe Secad,,"Cafés, Cafés solubles",pieza,0,25.0,17.5,55
7501517601153,Ghee,,バター,pieza,0,25.0,17.5,34
0633148101584,Tajín Chile Clásico,,Spice Mix,pieza,0,8.0,5.6,47
0018627703488,Golean Toasted Berry Crisp,,"Breakfast cereals, Cereal grains",pieza,0,39.7,27.79,92
0037600110877,SKIPPY CREAMY,,"Legumes, Vegetable fats, Peanut butters, Nut butters, Crema de cacahuates, Crema de untar",pieza,0,46.2,32.34,75
0644209307579,Duncan hines,,"Cereal flours, Cakes, Cake mixes",pieza,0,43.2,30.24,80
0658480002368,Salmas,SALMAS HORNEADAS CON CHÍA,es:Tostadas de maíz,pieza,0,12.6,8.82,85
0684576000048,Jaztea,Té de Jazmín,Bebidas azucaradas,pieza,0,12.5,8.75,56
0725226066660,Candy Hot and Salted Tamarind Pulp,Dulce de tamarindo salado y enchilado,"Golosinas, Dulces de frutas",pieza,0,1.4,0.98,31
5053827184717,Kelloggs rice krispies,,"Riz soufflé nature, en:Aliments d'origine végétale, en:Aliments et boissons à base de végétaux, en:Céréales et dérivés, en:Céréales et pommes de terre, en:Céréales pour petit-déjeuner, en:Céréales soufflées, en:Grains soufflées, en:Petit-déjeuners",pieza,0,37.5,26.25,69
7501040083716,Queso panela,Queso Panela,"Quesos pasteurizados, Quesos panelas",pieza,0,50.0,35.0,22
75014339,Salsa de tomate Catsup,Salsa catsup,"Kétchups, en:groceries",pieza,0,22.0,15.4,66
7622210827951,Ritz mini rollos,Galleta saladas,Galletas,pieza,0,30.8,21.56,86
7501000138944,sponchy,"Galletas con malvavisco, coco y decorado de fresa",Galletas,pieza,0,12.0,8.4,64
7501000111695,Súper Bimbollos,BOLLOS,"Panes para hamburguesas, Bollos",pieza,0,120.0,84.0,45
7501000984770,Agua especial para bebé,Agua,Aguas,pieza,0,0.05,0.03,69
7501005106979,Atole sabor vainilla,Fécula de maíz,"Almidón de maíz, Fécula de maíz",pieza,0,4.7,3.29,47
7501020513295,Queso Cottage,,Quesos,pieza,0,35.0,24.5,30
7501008041291,Froot Loops,,en:Extruded cereals,pieza,0,25.0,17.5,54
7501011131064,Doritos Nachos,Totopos de maíz nixtamalizado con chile y sabor queso,Patatas fritas de maíz,pieza,0,14.6,10.22,40
7501020537123,yogurt natural,Yoghurt Sin Azucar,Yogures naturales,pieza,0,90.0,63.0,55
7501017005321,Elote dorado,Elote en grano,Verduras y hortalizas en conserva,pieza,0,22.0,15.4,98
7501037217179,Lol-Tun,,"Sauces chili, en:Groceries, Chile habanero",pieza,0,15.0,10.5,39
7501052420165,Frijoles Negros Refritos,FRIJOLES REFRITOS,"Comidas preparadas, Semillas, Frijoles refritos",pieza,0,64.5,45.15,83
7501055305629,Sprite 600,Sprite,"Bebidas de cola, Bebidas azucaradas",pieza,0,15.0,10.5,27
7501059278868,La Lechera,Leche condensada parcialmente descremada azucarada pasteurizada,"Leches, Leches evaporadas",pieza,0,6.6,4.62,76
7501059296367,Cacao,Chocolate,"Bebidas, Desayunos, Cacaos en polvo, Chocolates en polvo, Saborizantes",pieza,0,35.7,24.99,62
7501158414501,Leche Deslactosada,Leche Deslactosada San Marcos,Leche sin lactosa,pieza,0,26.0,18.2,62
7502249131789,PANECILLOS DE SALVADO CON ARANDANOS TAIFELD'S,PANECILLOS DE SALVADO CON ARÁNDANO,PANECILLOS,pieza,0,60.0,42.0,90
7503001189413,Miguelito Chamoy Powder Mix - 8.8 Oz,,"Mélanges d'épices, en:groceries",pieza,0,25.0,17.5,31
7503006575709,Acapulcoco,Agua de coco sabor,Agua de coco,pieza,0,8.25,5.77,16
7707211631469,Café Soluble Liofilizado,,"Bebidas, Café de Colombia, en:Freeze-dried instant coffees",pieza,0,0.33,0.23,47
8412170022553,Tortitas de Maiz,Tortitas de maíz ecológicas,Tortitas de maíz,pieza,0,13.0,9.1,58
0014100085539,Flavor blasted xplosive pizza baked snack crackers,Galletas pepperidge farm goldfish flavor blasted xplosive pizza,"Biscuits, Crackers (Appetizers)",pieza,0,46.75,32.73,19
0724865045210,Soles,,Galletas,pieza,0,18.0,12.6,96
7501055908097,Leche Evaporada Deslactosada Alpura,"Leche parcialmente descremada deslactosada, evaporada","Leches, Refrigerados, Leches evaporadas",pieza,0,26.0,18.2,58
7501059240681,Carnation,Leche evaporada,"Leches, Refrigerados, Leches evaporadas",pieza,0,0.1,0.07,58
0076186000011,NOODLES ORIGINAL,Sopa Instantanea,"Cereals and their products, Soups, Instant noodle soups",pieza,0,10.0,7.0,97
7809558101947,Daily Stevia Endulzante Liquido,Endulzante liquido a base de estevia y sucralosa,"Edulcorantes naturales, Edulcorantes de mesa",pieza,0,4.5,3.15,10
7500478007271,Superfoods,"MEZCLA SELECTA DE AVENA, GRANOS Y SEMILLAS",Avena sativa,pieza,0,47.5,33.25,31
0016000457010,barra cinnamon coffe,Soft baked bars with cinnamon,"Confectioneries, Biscuits, Cereal bars",pieza,0,37.75,26.42,31
7501040003035,Pechuga de pollo cuida-t+,Pechuga de pollo sabor rostizado baja en grasa,"Salchichas, Carnes frías, Pechugas de pollo, Salchichoneria",pieza,0,25.0,17.5,48
75003180,Boing,Bebida de uva fortificada con jugo,"Bebidas endulzadas artificialmente, Zumos de pomelo, Bebidas azucaradas",pieza,0,12.5,8.75,51
7501055333868,Del Valle nectar clarificado de manzana,Bebida sabor manzana,"Néctares de manzana, Jugos",pieza,0,0.03,0.02,82
